index,cb,co,bus026,bus010,bus025,bus012,bus015,bus011,bus113,bus032,bus018,bus074,bus001,bus070,bus075,bus027,bus003,bus013,bus006,bus019,bus016,bus029,bus031,bus115,bus002,bus117,bus008,bus024,bus072,bus073,bus004,bus007,bus020,bus028,bus014,bus021,bus017,bus022,bus114,bus023,bus005,bus009,bus030,bus071,bus065,bus066,bus069,bus099,bus080,bus059,bus049,bus054,bus061,bus060,bus078,bus046,bus056,bus036,bus062,bus076,bus055,bus077,bus045,bus034,bus079,bus041,bus035,bus047,bus098,bus118,bus116,bus067,bus039,bus033,bus053,bus048,bus042,bus043,bus052,bus040,bus050,bus051,bus044,bus097,bus057,bus058,bus037,bus038,bus063,bus064,bus068,bus081,bus087,bus100,bus092,bus089,bus090,bus111,bus112,bus105,bus104,bus082,bus088,bus106,bus095,bus096,bus091,bus110,bus094,bus101,bus086,bus083,bus085,bus107,bus103,bus093,bus084,bus109,bus102,bus108,ram,zone
line092,line092,basecase,0,-0.000257313,5.38E-05,-0.000400535,-0.000765372,-0.000390541,-0.000392105,-6.99E-05,-0.000650484,0.0024785,-0.000375009,0.002012457,0.002621519,-6.20E-05,-0.000368308,-0.000476841,-0.000364748,-0.000856082,-0.000412989,-0.000161284,-0.000179559,-6.60E-05,-0.000390799,-0.000400535,-0.000257313,0.00056853,0.001256281,0.00188789,-0.00033583,-0.000378332,-0.000580297,-0.00010922,-0.000497614,-0.000380176,-0.000439882,-0.000151534,-6.66E-05,0.00022325,-0.000329484,-0.000257313,-0.000121082,0.00188789,0.009768208,-0.070675839,0.001907766,0.004810226,0.00494541,0.067756958,-0.025476149,0.02434943,0.156210511,0.046925494,0.004236569,-0.021725325,0.025944533,-0.002968885,-0.415274085,0.003244429,0.027958499,0.004143851,-0.020575563,-0.003037033,0.004419013,-0.010077826,-0.002942948,-0.020813212,0.004874463,0.002913831,0.006995007,-0.23075237,-0.006398369,-0.001723213,0.016571943,-0.024685266,-0.014610519,-0.008891336,0.006148835,-0.008442699,-0.012831168,0.002400342,-0.017437712,0.004810839,0.009701113,0.012446795,-0.002816568,0.000392543,0.078149355,0.083534016,0.006995007,0.006271198,0.004594168,0.004756874,0.004686103,0.004660387,0.004666458,0.004756874,0.004756874,0.004756874,0.004756874,0.004501597,0.004633165,0.004756874,0.00469741,0.004683328,0.004674249,0.004756874,0.004708583,0.004726506,0.004594168,0.004529638,0.004594168,0.004756874,0.004756874,0.004698168,0.004573075,0.004756874,0.004699555,0.004756874,480,R2
line093,line093,basecase,0,-0.000958384,0.000200318,-0.001491824,-0.002850686,-0.001454599,-0.001460424,-0.000260301,-0.002422777,0.009231361,-0.00139675,0.007495548,0.009764045,-0.000230979,-0.001371789,-0.001776029,-0.001358533,-0.003188542,-0.001538208,-0.000600716,-0.000668782,-0.000245892,-0.00145556,-0.001491824,-0.000958384,0.002117532,0.004679114,0.007031588,-0.001250823,-0.001409125,-0.00216136,-0.0004068,-0.001853403,-0.001415995,-0.001638373,-0.0005644,-0.000247985,0.000831513,-0.001227187,-0.000958384,-0.000450978,0.007031588,0.036382434,-0.023911814,0.007105618,0.017916053,0.018419556,-0.426542461,-0.094887851,-0.272130503,-0.023057494,-0.053049653,0.015779422,-0.080917622,-0.277804703,-0.011057836,-0.033180657,0.012084122,-0.284968908,0.015434087,-0.076635245,-0.01131166,0.01645895,-0.037535627,-0.010961232,-0.077520389,0.018155308,0.010852784,0.026053433,-0.028217478,-0.023831211,-0.006418237,-0.244463942,-0.091942145,-0.054417987,-0.033116455,-0.207386214,-0.031445471,-0.139869366,-0.194051839,-0.064948083,0.017918335,-0.220022597,-0.229789708,-0.010490522,0.001462057,0.271988718,0.115787257,0.026053433,0.023357554,0.017111328,0.01771734,0.017453747,0.017357964,0.017380578,0.01771734,0.01771734,0.01771734,0.01771734,0.016766539,0.017256576,0.01771734,0.017495859,0.01744341,0.017409596,0.01771734,0.017537474,0.017604231,0.017111328,0.016870979,0.017111328,0.01771734,0.01771734,0.017498684,0.017032764,0.01771734,0.017503849,0.01771734,1360,R2
line094,line094,basecase,0,0.000958384,-0.000200318,0.001491824,0.002850686,0.001454599,0.001460424,0.000260301,0.002422777,-0.009231361,0.00139675,-0.007495548,-0.009764045,0.000230979,0.001371789,0.001776029,0.001358533,0.003188542,0.001538208,0.000600716,0.000668782,0.000245892,0.00145556,0.001491824,0.000958384,-0.002117532,-0.004679114,-0.007031588,0.001250823,0.001409125,0.00216136,0.0004068,0.001853403,0.001415995,0.001638373,0.0005644,0.000247985,-0.000831513,0.001227187,0.000958384,0.000450978,-0.007031588,-0.036382434,0.023911814,-0.007105618,-0.017916053,-0.018419556,0.426542461,0.094887851,0.272130503,0.023057494,0.053049653,-0.015779422,0.080917622,0.277804703,0.011057836,0.033180657,-0.012084122,0.284968908,-0.015434087,0.076635245,0.01131166,-0.01645895,0.037535627,0.010961232,0.077520389,-0.018155308,-0.010852784,-0.026053433,0.028217478,0.023831211,0.006418237,0.244463942,0.091942145,0.054417987,0.033116455,0.207386214,0.031445471,0.139869366,0.194051839,0.064948083,-0.017918335,0.220022597,0.229789708,0.010490522,-0.001462057,0.728011282,-0.115787257,-0.026053433,-0.023357554,-0.017111328,-0.01771734,-0.017453747,-0.017357964,-0.017380578,-0.01771734,-0.01771734,-0.01771734,-0.01771734,-0.016766539,-0.017256576,-0.01771734,-0.017495859,-0.01744341,-0.017409596,-0.01771734,-0.017537474,-0.017604231,-0.017111328,-0.016870979,-0.017111328,-0.01771734,-0.01771734,-0.017498684,-0.017032764,-0.01771734,-0.017503849,-0.01771734,1360,R2
line095,line095,basecase,0,-0.000798201,0.000166838,-0.001242483,-0.002374228,-0.00121148,-0.001216332,-0.000216795,-0.00201784,0.007688452,-0.0011633,0.006242758,0.008132104,-0.000192374,-0.001142511,-0.001479187,-0.00113147,-0.002655616,-0.001281115,-0.000500314,-0.000557004,-0.000204794,-0.001212281,-0.001242483,-0.000798201,0.001763612,0.003897057,0.005856344,-0.001041763,-0.001173607,-0.001800115,-0.000338808,-0.001543629,-0.001179329,-0.001364539,-0.000470068,-0.000206537,0.000692536,-0.001022078,-0.000798201,-0.000375603,0.005856344,0.030301552,-0.093208831,0.005918,0.014921602,0.015340952,-0.147335134,-0.079028501,-0.11553289,-0.593120878,-0.543605429,0.013142083,-0.067393226,-0.116701532,-0.009209654,-0.491156841,0.010064408,-0.118177051,0.012854468,-0.063826596,-0.009421054,0.013708037,-0.031262003,-0.009129195,-0.064563799,0.015120869,0.009038873,0.021698919,-0.278067975,-0.019848114,-0.005345507,-0.109834764,-0.076575134,-0.045322682,-0.027581442,-0.102198341,-0.026189743,-0.088292765,-0.099452032,-0.054092801,0.014923504,-0.104800895,-0.106812501,-0.008737159,0.001217692,0.052642753,0.156258239,0.021698919,0.019453623,0.014251378,0.014756102,0.014536566,0.014456792,0.014475626,0.014756102,0.014756102,0.014756102,0.014756102,0.013964216,0.014372349,0.014756102,0.014571639,0.014527956,0.014499794,0.014756102,0.014606299,0.014661898,0.014251378,0.0140512,0.014251378,0.014756102,0.014756102,0.014573992,0.014185945,0.014756102,0.014578293,0.014756102,1360,R2
line096,line096,basecase,0,0.045933579,-0.022830743,0.040051357,0.029582347,0.040658792,0.024235948,-0.021731395,0.027734007,-0.432930414,0.041124409,-0.395648911,-0.444371299,-0.019460306,0.041406126,0.038108593,0.041555748,0.024495057,0.037202919,-0.007531369,-0.00533533,-0.020615335,0.040460645,0.040051357,0.045933579,-0.134697956,-0.258990513,-0.373136739,0.04279088,0.040984738,-0.000236959,-0.013787758,0.037265663,-0.018183524,0.031051796,-0.038687844,-0.020777444,-0.072298019,0.043038178,0.045933579,0.051399055,-0.373136739,-0.543599502,-0.498183709,-0.477049225,-0.492367064,-0.493995631,-0.503241876,-0.435747487,-0.471817796,-0.516090624,-0.514548628,-0.485456195,-0.40467206,-0.472972542,0.030640923,-0.51251532,-0.460725439,-0.474430515,-0.484339222,-0.357629452,0.028587085,-0.487654109,-0.115693672,0.031422608,-0.432252728,-0.493140927,-0.452045778,-0.518687176,-0.504841185,-0.039216244,0.03222027,-0.466187428,-0.429195048,-0.209905604,-0.100330707,-0.458641811,-0.08170759,-0.444901588,-0.455928158,-0.288530743,-0.492374447,-0.461213417,-0.463201103,0.035231405,0.117847098,-0.51691253,-0.523995771,-0.518687176,-0.509967435,-0.489764208,-0.491724333,-0.490871751,-0.490561944,-0.490635087,-0.491724333,-0.491724333,-0.491724333,-0.491724333,-0.488648998,-0.490234006,-0.491724333,-0.491007962,-0.490838315,-0.490728944,-0.491724333,-0.491142563,-0.491358485,-0.489764208,-0.488986803,-0.489764208,-0.491724333,-0.491724333,-0.491017098,-0.489510094,-0.491724333,-0.491033803,-0.491724333,1360,R2
line097,line097,basecase,0,0.001756585,-0.000367156,0.002734307,0.005224914,0.002666079,0.002676756,0.000477096,0.004440617,-0.016919813,0.00256005,-0.013738306,-0.017896148,0.000423353,0.002514301,0.003255216,0.002490003,0.005844158,0.002819323,0.00110103,0.001225786,0.000450686,0.002667841,0.002734307,0.001756585,-0.003881144,-0.008576172,-0.012887932,0.002292586,0.002582731,0.003961476,0.000745608,0.003397032,0.002595324,0.003002912,0.001034468,0.000454522,-0.001524049,0.002249265,0.001756585,0.000826581,-0.012887932,-0.066683986,0.117120645,-0.013023618,-0.032837655,-0.033760508,0.573877595,0.173916352,0.387663393,0.616178372,0.596655082,-0.028921505,0.148310847,0.394506234,0.02026749,0.524337498,-0.02214853,0.403145959,-0.028288555,0.140461842,0.020732714,-0.030166987,0.06879763,0.020090427,0.142084188,-0.033276176,-0.019891656,-0.047752352,0.306285453,0.043679324,0.011763744,0.354298706,0.168517279,0.099740669,0.060697897,0.309584556,0.057635215,0.228162131,0.29350387,0.119040884,-0.032841839,0.324823492,0.336602208,0.019227681,-0.002679749,0.675368528,0.727954504,-0.047752352,-0.042811176,-0.031362706,-0.032473442,-0.031990313,-0.031814756,-0.031856204,-0.032473442,-0.032473442,-0.032473442,-0.032473442,-0.030730756,-0.031628925,-0.032473442,-0.032067499,-0.031971366,-0.031909389,-0.032473442,-0.032143773,-0.032266129,-0.031362706,-0.030922178,-0.031362706,-0.032473442,-0.032473442,-0.032072676,-0.031218709,-0.032473442,-0.032082142,-0.032473442,1360,R2
line098,line098,basecase,0,0.001838478,-0.000384273,0.002861782,0.005468503,0.002790374,0.002801548,0.000499339,0.004647641,-0.017708626,0.002679401,-0.014378795,-0.018730478,0.00044309,0.002631519,0.003406976,0.002606089,0.006116616,0.002950762,0.001152361,0.001282933,0.000471697,0.002792218,0.002861782,0.001838478,-0.004062086,-0.008975998,-0.013488775,0.002399468,0.00270314,0.004146162,0.000780368,0.003555403,0.00271632,0.00314291,0.001082696,0.000475712,-0.001595101,0.002354128,0.001838478,0.000865117,-0.013488775,-0.069792836,-0.163617413,-0.013630788,-0.034368568,-0.035334445,-0.005870898,0.182024445,0.081609532,-0.055264028,-0.055152703,-0.030269844,0.155225195,0.078394875,0.021212374,-0.073757045,-0.023181109,0.074336072,-0.029607386,0.147010264,0.021699286,-0.031573391,0.07200502,0.021027056,0.148708245,-0.034827533,-0.020819018,-0.049978598,-0.121874496,0.045715683,0.012312177,0.097283724,0.176373664,0.104390644,0.063527672,0.11828971,0.060322206,0.156540653,0.125844157,0.124590647,-0.034372947,0.111130704,0.105597253,0.020124088,-0.002804681,-0.035682378,-0.051128741,-0.049978598,-0.044807061,-0.032824856,-0.033987375,-0.033481722,-0.03329798,-0.033341361,-0.033987375,-0.033987375,-0.033987375,-0.033987375,-0.032163443,-0.033103486,-0.033987375,-0.033562506,-0.033461892,-0.033397026,-0.033987375,-0.033642336,-0.033770396,-0.032824856,-0.03236379,-0.032824856,-0.033987375,-0.033987375,-0.033567925,-0.032674146,-0.033987375,-0.033577832,-0.033987375,1360,R2
line099,line099,basecase,0,0.001838478,-0.000384273,0.002861782,0.005468503,0.002790374,0.002801548,0.000499339,0.004647641,-0.017708626,0.002679401,-0.014378795,-0.018730478,0.00044309,0.002631519,0.003406976,0.002606089,0.006116616,0.002950762,0.001152361,0.001282933,0.000471697,0.002792218,0.002861782,0.001838478,-0.004062086,-0.008975998,-0.013488775,0.002399468,0.00270314,0.004146162,0.000780368,0.003555403,0.00271632,0.00314291,0.001082696,0.000475712,-0.001595101,0.002354128,0.001838478,0.000865117,-0.013488775,-0.069792836,-0.163617413,-0.013630788,-0.034368568,-0.035334445,-0.005870898,0.182024445,0.081609532,-0.055264028,-0.055152703,-0.030269844,0.155225195,0.078394875,0.021212374,-0.073757045,-0.023181109,0.074336072,-0.029607386,0.147010264,0.021699286,-0.031573391,0.07200502,0.021027056,0.148708245,-0.034827533,-0.020819018,-0.049978598,-0.121874496,0.045715683,0.012312177,0.097283724,0.176373664,0.104390644,0.063527672,0.11828971,0.060322206,0.156540653,0.125844157,0.124590647,-0.034372947,0.111130704,0.105597253,0.020124088,-0.002804681,-0.035682378,-0.051128741,-0.049978598,-0.044807061,-0.032824856,-0.033987375,-0.033481722,-0.03329798,-0.033341361,-0.033987375,-0.033987375,-0.033987375,-0.033987375,-0.032163443,-0.033103486,-0.033987375,-0.033562506,-0.033461892,-0.033397026,-0.033987375,-0.033642336,-0.033770396,-0.032824856,-0.03236379,-0.032824856,-0.033987375,-0.033987375,-0.033567925,-0.032674146,-0.033987375,-0.033577832,-0.033987375,1360,R2
line100,line100,basecase,0,-0.0001779,3.72E-05,-0.00027692,-0.000529159,-0.00027001,-0.000271091,-4.83E-05,-0.000449728,0.001713572,-0.000259272,0.001391361,0.001812451,-4.29E-05,-0.000254638,-0.000329675,-0.000252178,-0.000591873,-0.00028553,-0.000111508,-0.000124143,-4.56E-05,-0.000270188,-0.00027692,-0.0001779,0.000393067,0.000868561,0.001305239,-0.000232184,-0.000261569,-0.000401203,-7.55E-05,-0.000344038,-0.000262844,-0.000304123,-0.000104767,-4.60E-05,0.00015435,-0.000227797,-0.0001779,-8.37E-05,0.001305239,0.00675349,-0.055495063,0.001318981,0.003325668,0.003419131,0.065657633,-0.017613559,0.02688818,0.112088149,0.119570665,0.002929055,-0.015020335,0.028312847,-0.002052611,0.171523443,0.002243115,0.030111622,0.002864953,-0.014225419,-0.002099727,0.003055193,-0.006967552,-0.002034679,-0.014389724,0.003370079,0.002014548,0.004836169,0.049962046,-0.004423669,-0.001191385,0.019941714,-0.017066763,-0.01010134,-0.006147243,0.01063231,-0.005837066,-0.006319688,0.007284341,-0.012055989,0.003326091,0.013805029,0.016257336,-0.001947303,0.000271394,0.064016453,0.0631661,0.004836169,0.004335746,0.003176291,0.003288782,0.003239852,0.003222073,0.00322627,0.003288782,0.003288782,0.003288782,0.003288782,0.003112289,0.003203252,0.003288782,0.003247669,0.003237933,0.003231657,0.003288782,0.003255394,0.003267786,0.003176291,0.003131676,0.003176291,0.003288782,0.003288782,0.003248194,0.003161707,0.003288782,0.003249152,0.003288782,480,R2
line101,line101,basecase,0,-0.000177493,3.71E-05,-0.000276286,-0.000527948,-0.000269392,-0.000270471,-4.82E-05,-0.000448699,0.00170965,-0.000258678,0.001388177,0.001808304,-4.28E-05,-0.000254056,-0.000328921,-0.000251601,-0.000590519,-0.000284876,-0.000111253,-0.000123859,-4.55E-05,-0.00026957,-0.000276286,-0.000177493,0.000392167,0.000866573,0.001302252,-0.000231653,-0.00026097,-0.000400285,-7.53E-05,-0.000343251,-0.000262243,-0.000303427,-0.000104527,-4.59E-05,0.000153996,-0.000227275,-0.000177493,-8.35E-05,0.001302252,0.006738036,-0.055368072,0.001315962,0.003318057,0.003411306,0.065507387,-0.017573254,0.026826651,0.111831654,0.119297048,0.002922353,-0.014985964,0.028248058,-0.002047914,0.171130941,0.002237982,0.030042716,0.002858397,-0.014192867,-0.002094922,0.003048202,-0.006951607,-0.002030023,-0.014356796,0.003362368,0.002009938,0.004825102,-0.414683176,-0.004413546,-0.001188659,0.019896081,-0.017027708,-0.010078225,-0.006133176,0.01060798,-0.005823709,-0.006305227,0.007267672,-0.012028401,0.00331848,0.013773438,0.016220134,-0.001942847,0.000270773,0.063869962,0.063021555,0.004825102,0.004325825,0.003169022,0.003281256,0.003232438,0.003214699,0.003218887,0.003281256,0.003281256,0.003281256,0.003281256,0.003105167,0.003195922,0.003281256,0.003240238,0.003230524,0.003224262,0.003281256,0.003247945,0.003260308,0.003169022,0.003124509,0.003169022,0.003281256,0.003281256,0.003240761,0.003154472,0.003281256,0.003241717,0.003281256,480,R2
line102,line102,basecase,0,-0.003321563,0.000694263,-0.005170358,-0.009879899,-0.005041345,-0.005061534,-0.000902151,-0.008396855,0.031994029,-0.004840852,0.025978052,0.033840202,-0.000800527,-0.004754344,-0.006155356,-0.004708399,-0.011050841,-0.005331117,-0.002081961,-0.002317864,-0.000852211,-0.005044677,-0.005170358,-0.003321563,0.007338937,0.016216863,0.02437006,-0.004335099,-0.004883741,-0.007490838,-0.001409885,-0.006423518,-0.004907553,-0.00567827,-0.001956098,-0.000859465,0.002881856,-0.004253183,-0.003321563,-0.001563,0.02437006,0.126094147,-0.561902038,0.024626633,0.062093411,0.063838452,-0.119423224,-0.328862076,-0.216933894,-0.113391748,-0.128562308,0.05468828,-0.280444091,-0.213350655,-0.038324222,-0.195140293,0.04188112,-0.208826481,0.053491422,-0.265602241,-0.039203923,0.057043387,-0.130090881,-0.037989411,-0.26866997,0.06292262,0.03761355,0.090295924,-0.391529877,-0.08259415,-0.022244309,-0.234405241,-0.318652856,-0.188601723,-0.114774926,-0.257819711,-0.108983636,-0.30045639,-0.266240327,-0.225096903,0.062101322,-0.249839874,-0.243671974,-0.036358025,0.005067194,-0.056521658,-0.023930173,0.090295924,0.080952551,0.059304399,0.061404712,0.060491154,0.060159189,0.060237564,0.061404712,0.061404712,0.061404712,0.061404712,0.05810943,0.059807797,0.061404712,0.060637106,0.060455326,0.060338133,0.061404712,0.060781334,0.061012699,0.059304399,0.058471395,0.059304399,0.061404712,0.061404712,0.060646896,0.059032112,0.061404712,0.060664795,0.061404712,1360,R2
line103,line103,basecase,0,0.000177493,-3.71E-05,0.000276286,0.000527948,0.000269392,0.000270471,4.82E-05,0.000448699,-0.00170965,0.000258678,-0.001388177,-0.001808304,4.28E-05,0.000254056,0.000328921,0.000251601,0.000590519,0.000284876,0.000111253,0.000123859,4.55E-05,0.00026957,0.000276286,0.000177493,-0.000392167,-0.000866573,-0.001302252,0.000231653,0.00026097,0.000400285,7.53E-05,0.000343251,0.000262243,0.000303427,0.000104527,4.59E-05,-0.000153996,0.000227275,0.000177493,8.35E-05,-0.001302252,-0.006738036,0.055368072,-0.001315962,-0.003318057,-0.003411306,-0.065507387,0.017573254,-0.026826651,-0.111831654,-0.119297048,-0.002922353,0.014985964,-0.028248058,0.002047914,-0.171130941,-0.002237982,-0.030042716,-0.002858397,0.014192867,0.002094922,-0.003048202,0.006951607,0.002030023,0.014356796,-0.003362368,-0.002009938,-0.004825102,-0.585316824,0.004413546,0.001188659,-0.019896081,0.017027708,0.010078225,0.006133176,-0.01060798,0.005823709,0.006305227,-0.007267672,0.012028401,-0.00331848,-0.013773438,-0.016220134,0.001942847,-0.000270773,-0.063869962,-0.063021555,-0.004825102,-0.004325825,-0.003169022,-0.003281256,-0.003232438,-0.003214699,-0.003218887,-0.003281256,-0.003281256,-0.003281256,-0.003281256,-0.003105167,-0.003195922,-0.003281256,-0.003240238,-0.003230524,-0.003224262,-0.003281256,-0.003247945,-0.003260308,-0.003169022,-0.003124509,-0.003169022,-0.003281256,-0.003281256,-0.003240761,-0.003154472,-0.003281256,-0.003241717,-0.003281256,480,R2
line104,line104,basecase,0,0.051011727,-0.023892162,0.047956022,0.044687161,0.048366217,0.031974238,-0.020352147,0.040571479,-0.481844256,0.04852531,-0.435365269,-0.496107649,-0.018236426,0.048674771,0.047519165,0.04875415,0.041390056,0.045353359,-0.004348378,-0.001791679,-0.019312438,0.048173163,0.047956022,0.051011727,-0.145918037,-0.283783547,-0.41039473,0.049418566,0.048451211,0.011215355,-0.011632265,0.047086212,-0.010680646,0.039732978,-0.035697279,-0.019463457,-0.076703924,0.049540626,0.051011727,0.053788636,-0.41039473,0.263622365,0.180838974,-0.514699477,-0.58729813,-0.591594591,0.190058943,0.067030942,0.13277949,0.213479495,0.210668762,-0.56906598,0.024082879,0.134884347,0.089232635,0.206962471,-0.52475509,0.137541925,-0.566119199,0.048434631,0.088523722,-0.574864483,0.083194838,0.089502446,-0.02149857,-0.589339723,-0.509550985,-0.656735453,0.192974146,0.08705723,0.066228324,0.122516519,0.057975087,0.078436789,0.075142117,0.108762455,0.084911261,0.083716933,0.103816039,0.055607043,-0.587317608,0.113449949,0.11707308,0.090817111,0.110100154,0.214977656,0.227888906,-0.656735453,-0.633731163,-0.580431313,-0.585602488,-0.583353218,-0.582535889,-0.582728854,-0.585602488,-0.585602488,-0.585602488,-0.585602488,-0.577489184,-0.581670728,-0.585602488,-0.583712566,-0.583265006,-0.582976467,-0.585602488,-0.584067669,-0.584637313,-0.580431313,-0.578380377,-0.580431313,-0.585602488,-0.585602488,-0.58373667,-0.579760915,-0.585602488,-0.58378074,-0.585602488,1360,R2
line105,line105,basecase,0,0.007614041,-0.003307991,0.007771687,0.008757542,0.007786174,0.005667807,-0.002369402,0.007792267,-0.067247953,0.007746783,-0.064288611,-0.068156111,-0.002125443,0.007740245,0.008009818,0.007736773,0.00870284,0.007482982,6.10E-05,0.000463533,-0.002249516,0.007762188,0.007771687,0.007614041,-0.021135183,-0.041689428,-0.060565775,0.007711078,0.007750025,0.003715468,-0.001085718,0.008034013,9.64E-05,0.006859531,-0.004038403,-0.002266929,-0.010816113,0.007702368,0.007614041,0.00744731,-0.060565775,-0.00313676,0.035927222,-0.084600952,-0.052357648,-0.051069725,0.031576486,0.089631171,0.058605622,0.020524751,0.021851086,-0.057822984,0.147965886,0.057612378,0.023157396,0.023600017,-0.064289431,0.056358316,-0.058706322,0.109905935,0.023450906,-0.056084804,0.044013106,0.023045687,0.214545236,-0.051745652,-0.0663416,-0.03154286,0.030200855,0.033112588,0.01517546,0.063448532,0.101931393,0.057441367,0.052309306,0.069938826,0.039168985,0.081757354,0.07227295,0.094438107,-0.052351809,0.067726883,0.066017193,0.02250138,0.012762932,0.019817797,0.013725211,-0.03154286,-0.038438711,-0.05441607,-0.05286594,-0.053540189,-0.053785195,-0.053727351,-0.05286594,-0.05286594,-0.05286594,-0.05286594,-0.055298014,-0.054044539,-0.05286594,-0.05343247,-0.053566632,-0.053653125,-0.05286594,-0.053326023,-0.053155264,-0.05441607,-0.055030866,-0.05441607,-0.05286594,-0.05286594,-0.053425244,-0.054617031,-0.05286594,-0.053412034,-0.05286594,480,R2
line106,line106,basecase,0,0.00737593,-0.00322608,0.0074774,0.008310747,0.007495396,0.005413748,-0.002351831,0.00739314,-0.065068282,0.007462457,-0.062321677,-0.065911156,-0.002109425,0.007458534,0.007683119,0.00745645,0.00820141,0.00718868,-1.26E-06,0.00038684,-0.002232708,0.0074717,0.0074774,0.00737593,-0.020524966,-0.040432998,-0.058715885,0.007442,0.007464402,0.003415185,-0.001106932,0.007699145,-5.79E-05,0.006565196,-0.004025964,-0.00225001,-0.010530321,0.007435807,0.00737593,0.007262903,-0.058715885,0.000104282,0.04047182,-0.082251209,-0.049723188,-0.048417615,0.0359759,0.095967856,0.063906992,0.024555372,0.025925966,-0.055263424,0.076846492,0.062880604,0.021527887,0.027733259,-0.061920699,0.061584694,-0.056158868,0.076387668,0.021669774,-0.053501423,0.045166653,0.021473885,0.067136704,-0.049102806,-0.064038561,-0.028623146,0.034554364,0.033027616,0.014334627,0.068911509,0.091936003,0.060120637,0.039934425,0.075618382,0.039772142,0.087831292,0.078030395,0.066597989,-0.04971727,0.073332627,0.071565885,0.021210759,0.012673268,0.023824826,0.017528933,-0.028623146,-0.035613501,-0.05180982,-0.050238446,-0.050921936,-0.051170299,-0.051111662,-0.050238446,-0.050238446,-0.050238446,-0.050238446,-0.05270385,-0.051433197,-0.050238446,-0.05081274,-0.050948741,-0.05103642,-0.050238446,-0.050704834,-0.050531736,-0.05180982,-0.052433042,-0.05180982,-0.050238446,-0.050238446,-0.050805416,-0.052013535,-0.050238446,-0.050792024,-0.050238446,480,R2
line107,line107,basecase,0,0.034642151,-0.016269542,0.032461625,0.029988536,0.03274821,0.021560204,-0.013935885,0.027254914,-0.285443612,0.032867097,-0.295777833,-0.282272263,-0.012486766,0.032973549,0.032112833,0.033030086,0.027676157,0.030677084,-0.003074823,-0.001342147,-0.013223758,0.032616282,0.032461625,0.034642151,-0.099204165,-0.192833421,-0.278819473,0.033502733,0.03281432,0.007267051,-0.008011121,0.031803562,-0.007542634,0.026823418,-0.024463005,-0.013327195,-0.052198457,0.033590249,0.034642151,0.036627764,-0.278819473,0.186358772,0.120689481,-0.439198524,-0.033989605,-0.016555018,0.128003373,0.03040938,0.082565501,0.146582113,0.144352452,-0.107973749,-0.003478093,0.084235214,0.058916213,0.141412376,-0.215845393,0.086343381,-0.119931474,0.017219575,0.058376155,-0.084444034,0.05060147,0.059121758,-0.040832635,-0.025705035,-0.251100239,0.247779734,0.130315906,0.055426406,0.044060468,0.07442423,0.023264004,0.04465767,0.044638226,0.063513592,0.052745641,0.043645818,0.059589766,0.024582974,-0.033910565,0.067232024,0.070106132,0.060123284,0.07539926,0.147770554,0.158012616,0.247779734,0.154430748,-0.061854423,-0.040870342,-0.049997643,-0.053314278,-0.052531243,-0.040870342,-0.040870342,-0.040870342,-0.040870342,-0.073793273,-0.056825007,-0.040870342,-0.048539444,-0.050355596,-0.051526457,-0.040870342,-0.047098475,-0.044786919,-0.061854423,-0.070176908,-0.061854423,-0.040870342,-0.040870342,-0.048441634,-0.064574827,-0.040870342,-0.048262804,-0.040870342,1360,R2
line108,line108,basecase,0,0.034151327,-0.015733495,0.032728016,0.032034931,0.032955265,0.02231298,-0.012947916,0.028917275,-0.101382754,0.032997717,-0.290756454,-0.043268073,-0.011604292,0.033068524,0.032743371,0.033106131,0.030260535,0.031086382,-0.002191631,-0.000458821,-0.012287632,0.032830887,0.032728016,0.034151327,-0.097033787,-0.189305094,-0.274044049,0.03342432,0.032962613,0.00957145,-0.007128305,0.032543593,-0.005441399,0.02754132,-0.022593888,-0.012383539,-0.050709824,0.033478725,0.034151327,0.035420957,-0.274044049,0.133186255,0.133579976,0.184965097,0.112413191,0.114316968,0.133536125,0.13412125,0.133808548,0.133424736,0.133438104,0.10433446,0.133251911,0.133798537,0.069671985,0.133455732,0.016593892,0.133785898,0.103028731,0.124984662,0.069543662,0.106903797,0.090519641,0.069720825,0.14053385,0.113317828,-0.015176751,0.143181116,0.13352226,0.080100959,0.049744124,0.133857359,0.133937945,0.103354332,0.088049683,0.133922774,0.085889645,0.134041891,0.133946299,0.115065611,0.112421821,0.13390048,0.133883248,0.069958798,0.069988846,0.133417611,0.133356205,0.143181116,0.132987833,0.10937048,0.111661846,0.110665186,0.110303025,0.110388528,0.111661846,0.111661846,0.111661846,0.111661846,0.108066812,0.109919669,0.111661846,0.110824415,0.110626099,0.110498246,0.111661846,0.110981762,0.111234173,0.10937048,0.108461702,0.10937048,0.111661846,0.111661846,0.110835095,0.109073424,0.111661846,0.110854622,0.111661846,1360,
